item_count,complexity,active_orders,hour_of_day,prep_time
1,1,0,14,9.62874668726041
3,7,7,9,33.73125261034929
5,5,0,14,22.520023967637016
5,5,14,0,40.56251583981443
1,7,3,21,22.90482406126742
2,1,9,20,25.659736075777538
4,8,5,9,31.220088117814647
2,5,6,6,21.866575008494877
2,8,9,6,32.311044873591
1,5,12,2,24.962521858991046
1,7,3,6,22.100263301644702
1,3,7,8,19.0307449559708
1,2,7,7,16.825301826438988
5,6,13,2,41.08673046101187
1,5,13,4,33.02767633745747
5,9,13,12,45.88362486338938
5,4,8,12,28.97712583446926
1,3,13,7,28.436309259944633
3,9,5,17,29.988096414826664
4,8,3,6,30.85886463562621
2,6,1,9,19.64223291202679
5,1,14,9,30.350845889129026
4,1,6,22,26.215886322578253
3,6,9,10,29.14943950076978
2,3,2,11,14.345557900906499
2,3,10,12,24.850134531296113
5,6,12,7,38.94842563643531
1,3,11,16,26.51609692101237
3,6,2,23,21.349151921441777
5,5,2,13,27.32535162584214
3,4,3,16,17.195192920380094
1,8,1,18,23.524207282335738
1,2,12,15,28.49652542345617
5,7,12,8,37.61477436960266
1,4,4,19,25.302554049922854
4,2,2,9,18.34804079323596
2,7,9,8,30.15828167313912
5,1,4,0,23.170523129950862
3,4,11,23,31.790331555073116
4,9,12,2,43.56750263087412
5,4,6,10,27.705889341209712
1,3,8,6,21.38598191436822
1,2,1,17,10.699613230652073
1,3,8,12,18.876226807052248
1,1,9,22,24.64125749082109
3,8,5,22,33.67022576466449
4,1,11,17,23.957230600566668
2,3,5,15,21.71878708717568
3,3,10,23,27.79620643885382
3,2,2,15,14.999542326912076
2,5,13,20,37.764850581965135
2,3,9,9,23.25177980874605
1,3,12,8,26.30298903568938
3,8,8,7,35.374410536825614
5,4,3,18,30.39750077983571
2,4,4,2,18.825868577681813
2,3,2,23,13.838104244282755
4,1,4,8,17.871323037056257
5,8,7,1,37.024078047595644
5,1,7,18,29.786859722653652
2,7,13,7,36.21950575120403
1,5,7,17,22.340695785584984
4,4,5,7,23.13322376873612
5,4,14,4,38.99799680225032
2,8,14,5,36.18220545757831
5,6,0,9,23.18413637491093
4,1,10,14,24.052169590322574
4,8,9,3,33.92959926815236
3,2,11,2,28.991445464347244
2,6,5,23,26.09572760469281
4,9,11,8,41.88295149762356
3,1,10,15,26.68985164393124
3,6,9,15,30.091936463526686
5,8,6,14,35.530785940111656
5,2,13,23,35.705775012157346
3,5,8,8,26.354821970152937
5,6,11,16,37.58754459256471
4,5,7,20,33.64482098920058
1,3,10,11,19.75729994148947
4,4,11,22,37.8512946475799
3,7,7,7,28.47085708231518
3,4,14,13,35.90244876049792
4,9,6,17,32.17529525665597
5,2,1,11,19.85822289934646
5,5,0,13,22.724359559551107
3,8,14,19,41.35403202070245
2,5,1,22,22.05931672368608
5,8,14,4,44.51455682348059
4,8,5,0,33.04701488361074
5,9,12,12,42.937074780103956
4,6,1,13,25.012178484357012
3,4,9,1,28.874733057733007
5,3,3,15,24.241625429932274
4,5,14,4,38.5310573239807
3,6,9,21,35.25085440561709
2,3,2,0,13.921710536386025
4,2,5,11,25.13950936545561
2,7,11,18,39.23665624170728
2,5,11,21,34.56304624697502
1,9,12,21,41.13431934630084
5,3,13,22,40.89477751956292
4,8,7,9,31.691731406435174
2,6,10,11,29.32435223928942
1,4,5,18,26.652881130433798
3,9,1,15,25.689402541159478
4,5,4,16,26.05046252662189
2,6,10,12,32.51923597833778
5,9,12,6,42.88336767395922
1,7,5,2,21.637306026330652
2,5,8,4,26.326621156606453
5,2,5,3,22.883307983418906
2,4,9,14,23.016847536405468
4,2,4,16,22.40609416734914
4,3,0,11,16.987357199001217
4,3,9,22,27.329474235514457
1,4,4,13,18.30704296070523
4,6,4,3,27.331661049263662
5,3,5,16,29.401571407092064
2,1,6,10,17.691669168348753
3,1,12,5,29.035221440204154
5,9,12,3,44.193122199256045
5,9,3,12,30.921155554444486
4,5,6,19,33.396586345359076
1,9,4,14,24.971162371538966
2,7,5,17,24.124509872783285
1,9,3,16,23.06686483462253
2,7,11,18,36.3954104093498
2,9,7,9,30.880623483613242
1,2,8,4,19.59054685003568
5,8,1,11,27.100409179565542
2,7,11,14,32.283628319385734
1,6,10,22,29.248069007868306
2,5,3,3,18.083096553141512
3,4,10,7,28.415112143966002
5,7,7,19,42.243353213278766
4,3,7,21,32.1664731775839
2,8,14,16,35.84538043669999
3,2,8,5,26.82965441990477
4,1,2,15,16.896786330761593
4,2,0,4,13.730736663426487
2,9,8,13,31.942170915056664
1,5,0,1,16.4701758161656
2,8,2,16,21.132561671552143
3,3,2,5,15.827726161248012
4,7,8,10,36.71263718767513
2,2,14,1,29.392854711983066
1,8,0,0,18.05668173027374
2,7,6,4,26.48757363284375
5,5,1,7,24.271046316639286
1,4,6,3,19.813093135314432
3,1,14,18,36.999660039825216
4,5,14,4,37.497860462554215
2,9,0,4,23.827416987068553
1,4,12,23,27.56663116822229
5,9,9,15,39.22530456201827
1,2,9,21,27.58591187434788
5,4,7,17,31.22784226860859
3,9,9,10,32.032857484742365
4,4,12,16,33.36144288154266
3,5,9,2,33.39941850320737
2,8,1,17,21.307676474504227
1,1,2,3,11.808136412147457
5,1,13,18,39.59452170538895
5,9,7,8,34.68371415505343
1,9,2,4,22.153445349525654
1,4,0,3,9.856229146721738
2,2,8,15,21.808918370948813
3,9,7,9,33.66966600573671
5,4,14,8,39.086906623800125
2,6,3,15,24.747551164676107
3,1,7,19,26.02701875193383
2,9,13,21,40.79475767597124
5,5,4,16,25.53812396945066
1,3,2,17,12.375445267272434
1,4,0,14,13.415382247802647
3,1,12,19,36.59994897237345
4,9,9,8,37.155915995287174
3,8,4,5,30.54811070865202
4,4,10,5,30.77189523770397
2,2,5,10,15.67688236340333
2,9,3,19,29.467232893921693
5,4,6,2,26.741832105222564
4,9,2,22,33.65550457690328
5,3,6,11,27.51109875964056
1,7,13,14,31.782914302133786
4,7,0,6,25.081229755018526
3,4,6,21,31.294428760424044
1,2,0,17,9.47329546560719
1,9,12,21,41.736281780004255
3,4,10,14,25.115530333982537
1,8,0,7,14.283523603196532
4,2,1,21,23.86557774424573
5,8,1,8,27.356168519388902
1,5,3,14,22.507313585778824
4,7,12,15,37.71429136578179
2,7,0,19,22.499438234922767
4,9,3,2,33.47338146608478
5,3,1,4,22.011571322306732
4,4,3,2,25.697550598609695
3,4,3,1,19.426941115180863
5,5,8,1,32.82890459291032
2,6,8,3,25.848821034869964
3,3,0,2,12.0082411774168
4,4,4,8,25.28487377860267
5,3,6,22,30.786318165535594
2,2,3,21,18.608400957200832
3,9,11,11,34.92373029295985
2,1,4,23,15.665461596821892
4,2,1,8,17.328281210141053
2,8,2,18,27.43306847216465
1,7,6,11,23.35161156199047
3,1,9,15,24.832161465450756
2,5,12,22,30.935502643955104
4,6,14,0,40.06194190005829
4,5,6,9,28.630428162689945
2,4,3,22,21.139233575775556
4,1,11,9,23.83136292698905
5,7,0,3,26.67711811815832
5,9,0,10,26.152363921380413
5,6,3,21,35.74678125999281
1,3,3,10,19.33613472511788
2,4,5,10,21.85351398073019
1,5,6,21,26.497172252717085
4,1,8,5,23.661949264303328
1,5,8,14,20.688119500562802
4,1,9,1,24.728552708249453
4,9,11,20,43.78264349059019
3,7,14,22,42.0276520135309
5,3,11,21,38.483584821947474
4,9,4,2,31.562618830788917
3,2,9,4,26.372376882564048
5,7,10,23,36.61287043876685
4,9,2,10,30.10524246576189
4,6,2,20,29.415904106748105
1,5,14,11,32.49280028505405
1,7,5,2,23.344568905976395
5,6,0,8,27.55607554529057
4,5,6,2,22.816679277622654
2,2,2,1,15.65123486347161
1,8,4,5,25.51292137566287
5,7,6,23,30.166482006602795
4,6,6,5,32.84993074497097
4,5,8,16,30.144691027284303
2,5,0,7,16.250617217535964
5,9,2,0,31.642596009136284
4,1,8,7,25.875007990795332
1,9,7,21,34.1644333852813
2,6,1,14,19.401359481521972
5,4,7,17,31.075676566968983
2,7,7,12,29.837691328333747
1,9,1,7,22.37315159098612
5,5,7,19,32.80477880624071
2,5,2,17,16.86290941115613
3,8,6,12,32.36933549901803
1,7,12,13,31.34387959173408
1,8,8,14,27.40276568454829
1,2,3,5,14.47992938347711
3,9,14,0,41.93191809568914
3,3,10,6,27.06372933948118
4,6,5,0,29.487103186151227
2,6,8,14,25.063970739736636
4,2,10,5,24.535136231416022
2,7,10,4,34.50516550170167
3,9,4,11,27.054387988235554
3,1,11,2,22.748906446908624
4,8,0,21,29.347669183834842
5,2,2,19,25.34079703778114
4,1,10,13,25.54324975650029
2,8,14,5,37.34312099653717
4,2,8,3,22.75725037872963
1,6,2,14,19.827541833989528
2,6,10,16,26.940751636184693
2,5,10,4,28.545014698702012
5,8,9,23,38.26783398466168
3,3,1,5,17.99779759793087
2,4,3,9,19.054691607050692
3,7,4,8,24.123396735641556
4,7,6,3,29.877538380280384
1,8,6,8,24.79204401497958
5,2,8,7,24.453951145047075
3,2,12,2,29.271147965750856
2,4,7,21,26.886679417129887
3,9,12,19,44.197455413928814
2,9,14,0,39.077782667445014
3,4,1,19,20.92826917531305
2,9,11,4,33.29461723395313
4,3,7,2,25.22986345614462
2,5,7,3,22.272993213460484
2,9,4,22,34.277551857043015
1,6,14,23,35.4898937528981
2,3,12,18,34.46605858507744
1,9,2,14,23.59814090153974
5,6,8,18,38.72255608617729
1,4,11,15,24.104265585491497
4,4,6,22,32.85512206861974
1,8,0,7,21.741679167038573
5,7,7,13,33.22114222266589
4,1,9,4,25.22733812074038
3,6,12,0,32.78431379602047
3,8,4,18,32.13752571148428
1,3,5,4,14.984902795148615
1,9,8,2,29.521485812212745
5,2,9,16,29.66538199232495
5,6,14,6,41.45031885138761
2,1,13,16,26.6013771557451
5,2,7,12,21.517422833674253
2,5,13,21,37.196016976966014
4,1,10,21,32.726305007247404
1,8,13,13,34.582465432720895
4,1,13,22,37.37082217091551
5,9,2,11,30.70062180874328
4,3,12,10,32.6943208812934
4,2,4,0,18.7945802914992
4,1,3,2,19.272445349711525
5,9,13,11,45.673544241667116
4,4,0,8,17.572830815775585
2,1,4,1,12.441080599349863
5,1,9,13,26.398353177845735
4,7,6,4,28.70367939852028
5,2,0,2,19.19778668714342
3,7,3,11,24.12223153061443
2,7,5,11,26.93681695285397
4,9,10,20,40.37239628992612
3,7,11,6,33.04343426435361
3,1,8,0,20.57234686372613
5,8,10,2,39.55126593576747
3,8,7,10,27.24726593936596
2,4,1,12,15.65061838516534
2,8,10,21,37.27111799378895
1,4,2,22,21.12312573711237
2,8,9,9,31.90081515842416
3,5,12,18,35.990988302964396
2,4,4,3,15.282501084346993
5,6,10,21,39.45867508943104
1,2,6,4,14.666425240452245
3,2,2,10,13.98309821267086
1,2,11,8,21.73036676110716
3,9,6,12,33.33529145215678
5,3,4,16,21.761601774524408
1,4,9,14,20.09001697037688
4,8,5,12,29.841019412491725
3,4,5,20,27.443186023424452
4,7,10,10,34.80952234853569
1,5,10,0,25.180847017489178
4,9,13,7,41.61063883706272
4,4,11,22,37.63101469929529
1,3,3,4,13.355962259987846
5,2,11,21,38.204321905584
4,1,7,15,22.533884544201694
4,6,8,3,33.55883149250723
5,2,1,18,24.72707186651304
4,8,8,17,32.079483908572634
4,6,10,22,35.0900820108758
4,5,11,1,35.82997718406372
2,2,3,12,13.775122791835466
5,7,5,15,31.30569159073488
4,2,13,21,35.39454130243925
5,5,6,7,32.38481482929185
3,2,3,18,22.450650579791912
3,2,7,2,19.639436547241893
4,7,12,18,42.3723694340087
5,9,13,16,46.34933091158681
5,5,9,8,31.55989576098204
5,7,7,20,35.77661098640101
2,4,0,20,21.4603757103756
3,2,7,22,25.442119880126285
5,3,9,16,26.900035750653032
5,2,13,0,31.7095213894354
2,5,11,3,30.144438226796904
2,6,2,22,26.173683639066937
5,7,4,14,30.987864217472627
1,3,13,11,24.9429922881704
5,4,9,16,33.49370738679836
5,8,7,11,36.76723950210106
2,4,10,15,27.865231299119113
2,7,5,12,23.290707966356678
5,6,3,10,26.297839455075348
5,7,14,14,42.863149432265196
5,1,3,15,21.19225348274515
2,3,11,5,24.608724265589366
5,6,3,10,31.035059506277058
5,3,5,14,25.160858969837875
4,7,6,4,32.534378882270694
1,9,12,2,32.353630508450976
3,3,4,1,20.650790814343548
1,1,9,0,16.707487463847524
4,6,13,14,37.842231720061314
3,1,7,1,21.764854561671175
5,1,6,19,29.67581617971575
4,8,7,5,31.864544572373603
5,9,14,11,41.60191962903179
2,2,3,20,21.184998547435573
4,9,7,15,34.04284482160788
2,5,12,13,30.041802614196165
4,8,5,3,29.095752515703943
4,7,2,7,25.732555129618355
2,7,12,11,33.83071562149755
3,4,7,22,32.450033667410054
1,2,12,13,20.306894276070228
5,5,6,19,31.9944319203753
4,3,9,12,29.15984769339959
5,9,4,4,28.836802543205163
2,6,10,11,28.494323902024995
5,1,3,9,24.789173640108736
2,3,0,20,17.884544934807174
5,4,9,18,38.138821794888145
1,9,2,12,19.47652107532828
1,6,1,8,18.540186178711586
1,4,7,10,20.58545638760915
1,1,13,4,24.61866194269377
1,8,7,12,28.453611082523988
1,2,11,9,22.111060253480154
2,8,4,17,26.71347665360373
4,6,13,14,35.29860827507229
5,8,4,19,36.84770740532667
1,6,14,11,33.7800565066352
2,5,10,3,27.361120822426003
2,5,3,4,18.11450139802465
2,8,0,7,20.027589755124932
4,7,0,4,25.620371332648645
5,8,12,0,43.2136775367399
4,8,5,17,32.461609659876345
3,7,14,18,46.315662687607514
2,2,3,18,20.61259498490992
3,9,3,9,28.451787503917295
1,7,2,21,20.91406910823354
1,6,13,8,29.77996268189777
4,9,8,0,37.12294526541674
5,1,2,21,25.63644317706561
3,2,7,19,24.8144871603127
5,1,1,2,17.51382144252922
4,3,3,12,25.418828742618626
1,5,0,5,14.324566987083191
5,1,10,5,31.389671024853424
5,4,4,17,26.494576733542814
1,8,1,4,21.322737268208652
3,6,10,16,30.18104077206806
1,1,12,2,19.68209654134709
5,1,0,4,17.94481601347654
3,3,0,2,16.114209152850105
3,8,1,22,29.321136614093415
1,8,4,12,21.145788288699034
5,3,11,14,31.986474121303
4,7,14,16,39.066658177195926
5,3,14,14,35.26249887940959
2,4,8,4,25.056954050183737
4,9,5,21,38.912458461017664
3,4,11,13,30.772151671258218
4,3,3,10,21.488922431767527
3,5,14,13,35.52703730720503
3,7,2,6,23.550453739762816
4,5,7,2,27.238668014546892
3,4,2,22,24.49369214479009
3,8,0,19,29.494552167744416
2,4,3,9,18.369406222138934
5,2,10,10,28.159273213766703
5,6,12,5,36.00871113803035
2,2,4,4,14.892435240158232
4,3,4,19,25.012532921007093
1,1,4,21,24.082423699677967
1,5,7,12,21.144542302316374
1,9,7,11,28.82313887847682
2,2,11,18,30.026460381332974
2,7,12,18,41.726629666806964
3,5,3,20,27.958748150812514
1,2,14,4,27.648989021093975
4,8,8,19,39.94877133106487
4,6,0,20,27.550186505999545
1,4,4,8,18.44451031234279
1,4,4,3,16.545184723353284
1,2,4,14,12.96528096982632
2,3,7,2,22.01728410635008
2,7,8,22,33.026154050160535
2,3,2,6,16.268733327618214
5,5,8,23,29.94146904578832
4,6,12,19,38.45248398436205
4,6,10,19,36.44135286023611
3,4,7,13,25.252243497366788
2,6,2,13,17.168862633484913
5,3,1,8,24.5993195047028
5,7,14,22,51.20446443959065
4,7,3,2,28.870986534784137
2,4,14,8,31.06118175531786
3,2,12,20,32.43279705611962
2,7,11,3,33.29307166391754
1,3,1,16,13.893241032763555
2,1,3,5,14.692515674714944
1,2,4,15,12.179053211775047
1,9,1,17,21.3201825858573
3,8,11,12,37.2665315099585
4,6,7,6,25.676923220012135
2,6,0,2,15.78937777097726
1,1,2,5,11.951739027112929
2,2,6,23,18.575720563786483
4,4,9,2,29.17775311204019
4,3,0,11,19.716883240165075
5,1,12,4,30.79237826198934
4,8,10,21,41.053091486878344
3,7,14,16,37.68285288656048
1,4,1,9,13.64870882614791
5,9,2,6,29.23091974259214
3,4,13,3,32.15493869423643
2,1,13,9,23.820195572582627
1,1,1,6,9.033353805415492
4,1,1,22,19.66782139854327
1,1,11,10,22.16270727309971
2,4,10,20,35.029048489569966
5,1,5,7,23.019134301169924
5,2,6,7,25.40629635644285
5,4,5,4,27.467671605711388
4,7,10,4,33.77436950825477
3,2,5,6,21.40391266751962
3,8,14,21,45.61280328407323
1,7,8,3,27.010024832951625
4,9,7,1,35.6099564073875
5,6,13,23,40.25529207790596
5,4,7,18,35.05892349564597
2,6,5,1,25.988532271567987
2,4,4,15,18.28375132859193
5,7,8,11,37.72242545751617
5,9,11,14,38.49468345863247
4,3,1,9,20.02377920703408
3,3,6,22,28.035520636942355
2,2,5,5,16.074179197136065
3,1,6,23,21.75820610486609
4,1,11,12,24.072971429660686
5,3,3,5,26.350445490575964
3,7,8,22,40.61362880505041
5,9,6,1,35.37359968482606
5,2,1,13,17.144563287899803
1,7,12,17,30.74452573153159
3,1,3,5,18.050229042241416
3,2,4,18,23.15525030208325
5,6,1,13,19.32901835713461
4,5,9,12,32.06685473728429
1,8,7,7,29.187677621926806
5,2,0,4,19.028623836503154
2,1,14,12,28.646644551061577
2,7,2,5,25.109045892443604
1,6,14,21,37.377078899954995
4,8,13,18,49.03665118029314
5,8,0,10,26.691255919589313
3,2,14,15,33.05330312607752
1,8,4,4,23.515179279681274
4,6,7,11,34.47661165151936
3,9,6,16,32.99583517666715
2,7,8,1,28.907655684051402
2,2,1,9,10.800834569147035
3,8,11,14,36.61242645364423
1,9,7,18,32.26144555017337
2,7,7,19,33.781999889410315
5,4,13,16,37.91793574603075
3,9,5,18,37.58072181234308
3,4,2,18,25.475413301024833
2,4,1,12,16.360115925022143
1,9,13,12,38.74913963638608
5,8,7,15,38.280935478802554
1,4,5,21,21.89458565459432
4,8,3,20,37.12415561526794
4,8,4,2,32.25809231794806
2,7,4,3,22.593771993045642
2,6,12,6,28.64173165133638
2,8,8,2,33.008944819810324
4,7,12,8,38.31249127525487
1,5,12,7,27.989311929510293
1,4,8,17,23.227852893258678
2,2,7,20,27.772556542463786
5,8,7,13,31.33684535137776
1,9,11,19,38.952366314507195
4,4,1,4,20.31480795403862
3,4,13,2,35.59291211874514
3,5,2,9,22.557065554247032
3,2,13,10,31.238456295406515
5,7,7,16,33.0122861210061
2,5,12,7,32.239156861010166
4,6,4,8,25.829711469143717
5,4,6,7,27.982519273952125
4,8,13,19,46.74777505913832
4,8,7,1,33.57076462086998
2,5,5,3,23.132474502042403
3,6,14,15,39.42608877398105
2,3,4,8,17.5700678364037
5,1,7,8,22.824800608884203
5,9,0,20,31.68647587416575
5,9,0,4,26.25104706009315
2,3,0,2,16.714865101890595
4,4,2,13,22.708481509566415
4,7,9,14,36.44106714711577
1,2,12,5,26.18256607092983
5,3,11,15,32.30319402723092
4,6,5,22,36.25977573718596
1,8,5,9,23.618196609291186
4,1,4,13,23.32474289441225
5,4,12,11,35.647424503232024
3,1,12,8,30.47737933249956
5,2,13,22,36.50179212542344
2,8,6,18,32.33712204203289
4,6,4,11,23.594216469472084
4,9,13,12,44.1844956660968
2,2,1,22,18.70643818110631
2,3,3,12,21.133224846921955
3,9,0,16,23.532033216273458
4,9,6,1,36.374166355113594
4,6,3,19,30.759830209015764
3,3,12,22,34.7124216232233
1,5,3,8,17.521233730465852
3,2,12,20,31.709705494512985
5,7,3,7,29.84849583726654
4,8,2,6,27.822783472678378
2,6,7,4,23.254634461454298
5,8,3,18,30.57757466302947
4,2,7,2,23.77400683570609
3,3,8,12,27.423990535163
5,7,0,5,25.944142233335885
4,1,14,10,28.69456738648139
1,7,3,3,17.55230813252085
1,6,5,2,24.309592655867068
2,8,7,3,26.09391556999215
4,7,13,2,40.61868058560423
1,4,5,12,20.138083916836255
3,3,11,14,31.969322048492476
4,3,5,11,22.241701489944077
3,4,9,14,29.678610661262574
3,9,3,10,30.899743757438202
1,9,8,10,27.425747641797518
4,2,6,12,23.466123930760986
5,5,13,11,38.019226720439285
1,1,10,5,18.372441617099124
1,4,5,22,24.528619604260378
4,2,0,19,18.662017283662596
4,8,1,18,31.964325362721613
3,4,11,18,39.54751881543582
4,5,5,2,26.091533027870277
3,4,10,15,28.81021739061782
1,5,14,8,34.133016595101395
2,5,0,13,19.018975850851987
5,5,14,2,38.064709282244266
1,3,14,2,29.676431135000904
4,7,10,23,29.594740764979512
5,3,4,19,27.291763358975132
2,2,0,6,14.139762609344443
2,3,12,18,31.879550168201025
3,3,2,23,17.49933624679397
5,8,11,2,38.35135912597858
3,4,11,20,33.03054752541691
1,3,11,0,19.707639956047267
5,5,6,11,28.973699052128865
1,4,4,20,23.731220688056805
3,9,14,5,41.79370060531026
5,8,11,6,38.535967850719246
3,7,14,1,35.44201652497446
5,8,9,17,37.05224666791348
3,5,0,14,15.842063287099595
2,4,0,14,13.464858704227717
3,7,14,9,38.55821148084457
2,1,7,16,17.156987281839918
3,6,10,17,34.57262973819633
5,8,13,17,40.50836736283306
5,7,12,14,38.690438427936456
5,2,8,22,34.299461991244236
4,7,6,5,32.08084883128465
1,6,12,8,31.433240093588783
5,5,2,10,23.623903661313637
2,4,11,14,29.368256642918393
5,1,5,22,29.084129099852216
4,2,2,2,19.283382164772057
2,7,9,18,35.235273780183256
4,3,3,0,22.254187815874662
2,5,11,23,29.54845021181608
3,8,3,16,27.407856338405796
1,8,2,10,21.549227946063347
1,6,9,17,23.77862249829431
4,5,5,10,25.33254868333217
1,2,4,6,18.96092154287694
4,9,10,0,34.625190648610605
4,1,8,11,27.20447338782869
4,2,8,3,26.851058487400916
1,1,2,7,10.968446639380533
4,4,12,14,30.039174576736723
1,4,8,10,22.597700891320244
4,5,12,7,33.40735371805907
5,5,11,11,38.07795704333547
4,8,2,2,26.066602025713024
2,3,3,20,21.548344604192142
4,6,0,3,22.492360467676626
3,3,4,11,19.010943378728637
4,2,11,7,31.117180637388454
2,8,8,22,35.00821975681202
2,1,14,22,28.538322398039124
1,9,1,9,22.00153332838236
5,7,3,22,35.714748287632624
4,4,9,0,32.67606177384093
1,3,1,12,13.805337934045527
5,6,13,6,41.906269757358366
4,9,7,19,40.881410760320236
3,9,8,2,32.1811664422256
4,4,2,15,19.837531409089593
2,5,12,11,26.3024714031429
2,9,14,4,38.86629061681787
3,2,8,17,24.905639782360677
1,2,5,7,12.844365441920955
5,5,5,11,31.08794774901192
4,1,6,20,26.494415000525276
2,8,11,2,32.40723909799553
1,5,4,15,16.134130577588202
3,2,5,9,23.32210795206901
2,9,10,22,41.86419407710006
3,2,0,16,13.193184475860981
4,7,2,9,27.758018057195365
5,8,11,2,39.78088640461409
2,6,8,1,26.391134877683864
2,7,11,13,31.3935095526067
4,1,4,8,18.83571629354377
1,4,4,16,17.002889556697472
5,7,7,3,34.02293267584371
2,1,10,21,30.71669221145723
5,1,10,14,33.05667379991514
2,6,12,12,29.994873727944746
5,4,1,22,28.11892259964082
3,3,12,18,35.31926016783657
2,5,6,8,24.760934980905198
5,9,8,3,37.199639154536605
1,3,6,20,24.78821530703374
3,5,11,7,28.940635481747652
3,5,4,14,30.06448575247033
1,9,12,13,35.48121833892281
5,4,5,2,28.460059062412416
4,1,3,23,15.863487710700797
1,5,13,16,28.70970365994587
5,1,11,7,26.762835567022222
1,6,6,13,26.112570577825988
1,7,0,12,15.280603996302034
2,1,3,14,13.72231108999326
5,4,2,10,23.111118327843236
4,9,12,14,41.84640555614552
2,1,3,11,11.515159311275577
1,9,0,23,22.21922587875967
1,8,11,21,39.689962225628776
1,5,12,20,32.579901018989254
5,6,1,8,25.12681714973243
5,7,11,21,44.953090537360296
2,4,10,14,27.5111456100744
4,6,12,0,34.40056103558012
2,7,8,11,30.5025278500769
3,6,14,5,39.825388516185875
1,6,6,0,26.21910334861078
1,2,12,21,30.55054986672454
1,5,5,18,27.031945816309122
2,3,1,21,18.921623837767942
2,7,0,12,17.66552416833582
1,4,1,5,14.062584866590875
2,1,6,16,22.228872295891776
5,6,1,12,24.138006300882775
5,6,2,8,27.268826300868298
2,7,7,7,28.6555251604023
1,8,6,14,25.45136016149156
2,3,11,17,29.667251487330667
2,6,10,1,33.1776208276149
2,2,10,20,34.33411446166091
3,9,13,1,38.50318868515809
5,2,10,10,30.814194459196024
4,3,8,0,27.277117724153563
4,2,11,17,27.827172820711436
3,9,3,20,31.76762543145923
2,1,6,6,18.03365114292859
3,5,0,20,22.566146148032157
3,1,10,16,22.54068839456217
1,5,10,15,26.747167191218356
5,8,1,6,25.987449746789203
4,8,6,21,36.267288843428666
2,8,14,6,38.523522215523435
4,2,1,1,16.929810800833373
4,8,5,4,30.485158844621452
5,5,12,13,40.51771306344561
4,1,9,7,28.105245906654872
4,7,11,11,36.86491405979517
3,6,8,6,27.571365638041577
5,5,10,5,36.12151871951134
1,1,4,12,18.35235889828973
2,1,9,21,29.0299847367004
4,6,6,11,26.59975822541994
2,7,12,16,33.50471802212289
1,1,0,15,7.034033313481254
2,9,7,0,29.047855944619045
1,4,8,6,24.87008875555006
3,5,14,2,37.52793164326183
4,2,12,5,33.95088381935603
1,8,4,20,30.156698060262837
2,2,5,2,17.910441552890234
4,3,12,21,37.275783599482246
3,9,10,2,34.688837007106514
4,2,7,7,27.140198973376002
1,6,3,13,18.117589930723664
3,4,1,22,22.38278357223197
2,7,14,8,35.69261280778736
3,6,9,4,24.658022107544582
3,9,7,14,34.635124303359945
5,9,1,16,27.804526843264366
3,4,4,9,23.178980393482647
3,1,14,7,28.402879956517253
4,2,12,17,29.485162430967954
2,8,5,5,24.7788575696524
4,8,4,16,32.576877362310185
4,2,5,21,30.222471515851016
1,4,5,3,20.99977742530455
4,1,2,20,22.43022300160249
5,7,10,14,37.771436809385904
5,4,10,9,35.173185418745696
1,8,2,22,26.14861875947476
2,9,8,12,34.73530970165407
2,9,2,21,27.974740744053374
4,3,2,0,21.863164665194507
4,5,10,21,40.07018564749493
4,6,13,21,40.40377375557835
2,6,1,8,17.52194192818775
3,8,6,4,30.11105784041911
5,6,9,10,35.646244734703636
3,6,9,21,34.56481003809367
3,4,3,21,25.78439383317546
2,7,0,22,20.36757073798023
3,8,5,20,35.52998469120682
1,3,4,20,22.92407013378942
4,7,13,3,42.141999298278755
1,3,10,19,29.64754754485604
5,8,1,15,27.45986269552045
4,1,5,23,18.47134422271556
3,1,0,17,10.873722036512902
5,6,2,7,26.22235870114826
4,9,3,1,28.406325042404525
3,4,12,16,29.86315649251351
1,6,2,9,18.32445286113098
4,5,14,12,34.07679071104953
3,1,12,14,24.918473254102086
1,6,5,8,22.436868990115368
5,9,10,7,41.03299973455562
5,3,3,5,24.82976606439368
5,3,13,3,35.40989712165367
5,2,0,17,18.061849641346797
2,4,4,23,21.074062121207458
4,3,4,2,22.680603579736726
4,2,8,3,23.655788587900062
2,1,7,20,22.300889604022505
3,3,14,12,35.65315313390329
3,6,7,19,39.833967173580376
5,9,4,10,34.77220111168193
1,5,7,7,20.88317221988466
3,3,13,13,34.89793066938323
1,5,9,13,24.439529329321495
4,5,6,15,28.549815265068787
1,5,0,13,14.459195785747912
4,7,11,0,37.07196223298942
2,5,6,1,22.819435233239574
2,7,10,19,39.09576890791462
5,9,7,0,36.5311006532938
3,5,2,10,22.125395434048173
5,2,8,5,28.78215247084023
4,5,7,14,28.67914095852847
5,8,1,11,25.19057345394721
1,4,5,4,17.345169571828368
4,2,3,22,26.02394988082986
2,3,2,11,16.514833058364506
3,9,10,21,39.86993747171165
4,9,5,13,32.58740638538961
4,8,9,13,36.219308531657404
1,8,12,18,39.56552469900942
3,8,14,4,43.44053266205878
2,8,8,2,26.03425226976078
4,8,1,17,28.621393680086108
4,1,9,5,25.734374614560966
1,6,9,8,24.739464085636275
5,9,9,6,39.62977193360721
2,8,4,20,33.69282597551556
3,3,5,17,24.991391048583335
